num_date_time,answer
1 2020-08-27 19,8634.656969325
1 2020-08-27 20,8653.556297047906
1 2020-08-27 21,8716.533563576899
1 2020-08-27 22,8756.015098262278
1 2020-08-27 23,8727.81587808354
1 2020-08-28 00,8709.342963795205
1 2020-08-28 01,8666.701454523529
1 2020-08-28 02,8623.136441618932
1 2020-08-28 03,8633.073527839706
1 2020-08-28 04,8618.038829375446
1 2020-08-28 05,8594.092080067063
1 2020-08-28 06,8606.93814225819
1 2020-08-28 07,8615.535717280318
1 2020-08-28 08,8671.573324671917
1 2020-08-28 09,8726.736214282737
1 2020-08-28 10,8720.505131367878
1 2020-08-28 11,8719.744745334667
1 2020-08-28 12,8673.28263352283
1 2020-08-28 13,8673.037024571735
1 2020-08-28 14,8690.337730095634
1 2020-08-28 15,8692.695088147491
1 2020-08-28 16,8690.902785624452
1 2020-08-28 17,8667.122212366565
1 2020-08-28 18,8677.591569066079
1 2020-08-28 19,8641.388350945466
1 2020-08-28 20,8677.032080266186
1 2020-08-28 21,8714.602801103743
1 2020-08-28 22,8746.248306945372
1 2020-08-28 23,8703.554653015937
1 2020-08-29 00,8769.683681508883
1 2020-08-29 01,8745.124319813334
1 2020-08-29 02,8725.95876220299
1 2020-08-29 03,8750.419471848569
1 2020-08-29 04,8707.274040874094
1 2020-08-29 05,8670.196738593084
1 2020-08-29 06,8640.105848686557
1 2020-08-29 07,8682.33611860856
1 2020-08-29 08,8679.408869207675
1 2020-08-29 09,8686.10540733906
1 2020-08-29 10,8676.66444503083
1 2020-08-29 11,8680.867096085269
1 2020-08-29 12,8637.267888097784
1 2020-08-29 13,8676.49258784334
1 2020-08-29 14,8674.261392669074
1 2020-08-29 15,8652.379483113033
1 2020-08-29 16,8649.233879604344
1 2020-08-29 17,8684.36621161092
1 2020-08-29 18,8682.406473666573
1 2020-08-29 19,8688.507629890497
1 2020-08-29 20,8696.46081175277
1 2020-08-29 21,8653.448709074166
1 2020-08-29 22,8700.936129226595
1 2020-08-29 23,8698.205305854075
1 2020-08-30 00,8686.791150312552
1 2020-08-30 01,8688.360515587683
1 2020-08-30 02,8662.51935631558
1 2020-08-30 03,8673.446945372312
1 2020-08-30 04,8668.457941330682
1 2020-08-30 05,8623.188537093492
1 2020-08-30 06,8574.65742284013
1 2020-08-30 07,8582.299735183899
1 2020-08-30 08,8539.20359250077
1 2020-08-30 09,8567.69996614917
1 2020-08-30 10,8603.399933523444
1 2020-08-30 11,8614.007379936127
1 2020-08-30 12,8572.684031559293
1 2020-08-30 13,8597.52708575386
1 2020-08-30 14,8625.603077659265
1 2020-08-30 15,8669.106293464725
1 2020-08-30 16,8668.190364062455
1 2020-08-30 17,8638.797199730468
1 2020-08-30 18,8636.723534822322
1 2020-08-30 19,8651.799839173123
1 2020-08-30 20,8685.309539779939
1 2020-08-30 21,8633.803992093617
1 2020-08-30 22,8610.877477046908
1 2020-08-30 23,8585.966538655674
1 2020-08-31 00,8547.376534135945
1 2020-08-31 01,8523.79553977311
1 2020-08-31 02,8493.150837744284
1 2020-08-31 03,8500.79556652203
1 2020-08-31 04,8495.777710232243
1 2020-08-31 05,8470.225991646043
1 2020-08-31 06,8503.794034980894
1 2020-08-31 07,8523.86189301995
1 2020-08-31 08,8555.610985965915
1 2020-08-31 09,8624.95797177624
1 2020-08-31 10,8597.010807193534
1 2020-08-31 11,8633.165906602375
1 2020-08-31 12,8653.811279389402
1 2020-08-31 13,8627.959151591067
1 2020-08-31 14,8671.412630231544
1 2020-08-31 15,8680.453466738574
1 2020-08-31 16,8591.178443454719
1 2020-08-31 17,8656.013204803505
1 2020-08-31 18,8649.79378414836
1 2020-08-31 19,8614.706175344278
1 2020-08-31 20,8599.872631926199
1 2020-08-31 21,8628.101903284962
1 2020-08-31 22,8667.633747128752
1 2020-08-31 23,8715.61305718168
2 2020-08-25 00,1127.782201938931
2 2020-08-25 01,1078.2849709273319
2 2020-08-25 02,1061.1658304304822
2 2020-08-25 03,1061.129181588356
2 2020-08-25 04,1058.0581403172882
2 2020-08-25 05,1059.0121797949485
2 2020-08-25 06,1200.3952585081122
2 2020-08-25 07,1534.155713752547
2 2020-08-25 08,1788.051419691616
2 2020-08-25 09,2025.9197541132944
2 2020-08-25 10,2097.2329996935937
2 2020-08-25 11,2072.878049301639
2 2020-08-25 12,2019.5256251472765
2 2020-08-25 13,1998.2063663181682
2 2020-08-25 14,2068.159124426407
2 2020-08-25 15,2056.550260151557
2 2020-08-25 16,1959.9451224629247
2 2020-08-25 17,1890.9329439132725
2 2020-08-25 18,1487.8613763703902
2 2020-08-25 19,1353.4290201859424
2 2020-08-25 20,1252.5572517346802
2 2020-08-25 21,1253.660747371905
2 2020-08-25 22,1179.1866563736344
2 2020-08-25 23,1135.4755373078442
2 2020-08-26 00,1079.351536503332
2 2020-08-26 01,1058.0064687014014
2 2020-08-26 02,1047.2727607246159
2 2020-08-26 03,1120.7371587627515
2 2020-08-26 04,1120.7417000540847
2 2020-08-26 05,1092.4261950940886
2 2020-08-26 06,1291.5979831036784
2 2020-08-26 07,1530.7320285619303
2 2020-08-26 08,1791.5096240101634
2 2020-08-26 09,2038.1739478029483
2 2020-08-26 10,2072.2603442964196
2 2020-08-26 11,2122.7637373939488
2 2020-08-26 12,2073.127175869602
2 2020-08-26 13,2063.132576448178
2 2020-08-26 14,2052.097353229688
2 2020-08-26 15,2051.3133434466963
2 2020-08-26 16,2014.5563049164366
2 2020-08-26 17,1919.7708692341043
2 2020-08-26 18,1559.7578133798838
2 2020-08-26 19,1401.1678824990418
2 2020-08-26 20,1298.1305476035034
2 2020-08-26 21,1221.8244959914884
2 2020-08-26 22,1167.513007188786
2 2020-08-26 23,1122.9714490853917
2 2020-08-27 00,973.3978795147515
2 2020-08-27 01,946.3822109991777
2 2020-08-27 02,923.3391644629435
2 2020-08-27 03,991.6790654282403
2 2020-08-27 04,1098.9049213534252
2 2020-08-27 05,1032.6253096474138
2 2020-08-27 06,1160.4848576228856
2 2020-08-27 07,1418.5977799202547
2 2020-08-27 08,1641.5052753757084
2 2020-08-27 09,1859.0396282787406
2 2020-08-27 10,1877.3451253481949
2 2020-08-27 11,1885.1737606294155
2 2020-08-27 12,1880.4971352063974
2 2020-08-27 13,1929.8513975175774
2 2020-08-27 14,1955.5837078018462
2 2020-08-27 15,2002.0128798655323
2 2020-08-27 16,1966.0003213168634
2 2020-08-27 17,1886.328927834187
2 2020-08-27 18,1489.9268225787546
2 2020-08-27 19,1356.0009003055293
2 2020-08-27 20,1249.0443030586234
2 2020-08-27 21,1195.7197320851258
2 2020-08-27 22,1122.888814825047
2 2020-08-27 23,1145.2793539893692
2 2020-08-28 00,1125.6422357932072
2 2020-08-28 01,1105.2496603494942
2 2020-08-28 02,1112.8177642602295
2 2020-08-28 03,1077.064093086669
2 2020-08-28 04,1086.5445268454382
2 2020-08-28 05,1070.770988412379
2 2020-08-28 06,1226.574075441991
2 2020-08-28 07,1503.6024978592145
2 2020-08-28 08,1747.6831036099825
2 2020-08-28 09,1966.164917237875
2 2020-08-28 10,2026.547146984099
2 2020-08-28 11,2030.40182092119
2 2020-08-28 12,2034.1832127471107
2 2020-08-28 13,1999.3164624105918
2 2020-08-28 14,1993.129447487166
2 2020-08-28 15,1993.9615193853194
2 2020-08-28 16,1963.9893367597629
2 2020-08-28 17,1890.9702367720101
2 2020-08-28 18,1512.1248132553626
2 2020-08-28 19,1375.4813165176247
2 2020-08-28 20,1244.2834791827006
2 2020-08-28 21,1165.4472650059852
2 2020-08-28 22,1109.6758510421923
2 2020-08-28 23,1115.7572326611898
2 2020-08-29 00,1060.9492345809022
2 2020-08-29 01,1023.6172528467073
2 2020-08-29 02,1019.0706553517314
2 2020-08-29 03,1012.9543454607849
2 2020-08-29 04,1002.9199482768968
2 2020-08-29 05,991.5475277546786
2 2020-08-29 06,993.7335579362491
2 2020-08-29 07,1089.9806253509494
2 2020-08-29 08,1227.7873497690218
2 2020-08-29 09,1294.2791082901194
2 2020-08-29 10,1273.8025053414444
2 2020-08-29 11,1275.761227621416
2 2020-08-29 12,1253.4631376398054
2 2020-08-29 13,1253.5188950674658
2 2020-08-29 14,1270.3879343819065
2 2020-08-29 15,1284.2400498522481
2 2020-08-29 16,1241.7725219103231
2 2020-08-29 17,1229.9777802711778
2 2020-08-29 18,1141.4203113531667
2 2020-08-29 19,1121.3378912567625
2 2020-08-29 20,1099.2403394586495
2 2020-08-29 21,1095.259200713982
2 2020-08-29 22,1016.8900038239296
2 2020-08-29 23,1029.6650951459592
2 2020-08-30 00,1050.5325438880457
2 2020-08-30 01,1040.405665182292
2 2020-08-30 02,1016.3092405719797
2 2020-08-30 03,1003.7921195077631
2 2020-08-30 04,1024.1096194279785
2 2020-08-30 05,1015.3481654626373
2 2020-08-30 06,1021.6391256798925
2 2020-08-30 07,1088.7799901333162
2 2020-08-30 08,1223.7933908206755
2 2020-08-30 09,1206.893053355128
2 2020-08-30 10,1229.4458951687907
2 2020-08-30 11,1245.37061235022
2 2020-08-30 12,1237.3308855294854
2 2020-08-30 13,1203.472251575641
2 2020-08-30 14,1209.8868888803383
2 2020-08-30 15,1289.9066731406815
2 2020-08-30 16,1218.5509321408022
2 2020-08-30 17,1144.5664716505553
2 2020-08-30 18,1077.881893549956
2 2020-08-30 19,1090.0164683954479
2 2020-08-30 20,1023.6327304947342
2 2020-08-30 21,1021.3955968405434
2 2020-08-30 22,975.2762403797377
2 2020-08-30 23,1035.4551014088154
2 2020-08-31 00,1017.6343016907524
2 2020-08-31 01,1014.2283309237412
2 2020-08-31 02,1005.9056174324926
2 2020-08-31 03,1005.969718181098
2 2020-08-31 04,1003.6639694517919
2 2020-08-31 05,1004.8300557671669
2 2020-08-31 06,1169.3150383968941
2 2020-08-31 07,1486.7970372031
2 2020-08-31 08,1686.5896296764834
2 2020-08-31 09,1877.5992491846685
2 2020-08-31 10,1891.1556913143822
2 2020-08-31 11,1942.739384414173
2 2020-08-31 12,1916.3434981493
2 2020-08-31 13,1893.508510630762
2 2020-08-31 14,1909.8291600185235
2 2020-08-31 15,1708.770679707603
2 2020-08-31 16,1779.7630757371326
2 2020-08-31 17,1792.3642805321583
2 2020-08-31 18,1421.0927470222205
2 2020-08-31 19,1308.351458602699
2 2020-08-31 20,1199.4441731239244
2 2020-08-31 21,1084.6586989691186
2 2020-08-31 22,1070.201089697552
2 2020-08-31 23,1099.0434457242757
3 2020-08-25 00,3417.5927825855724
3 2020-08-25 01,3446.6233658130377
3 2020-08-25 02,3473.226321372702
3 2020-08-25 03,3530.3928897054216
3 2020-08-25 04,3513.784447767325
3 2020-08-25 05,3467.6995731282886
3 2020-08-25 06,3470.0240179826633
3 2020-08-25 07,3501.9967299674813
3 2020-08-25 08,3536.779367158292
3 2020-08-25 09,3550.836565554194
3 2020-08-25 10,3542.558197040632
3 2020-08-25 11,3624.1550297897265
3 2020-08-25 12,3512.679524391305
3 2020-08-25 13,3598.8588422979205
3 2020-08-25 14,3562.3919168045422
3 2020-08-25 15,3646.0874430851827
3 2020-08-25 16,3469.133662047956
3 2020-08-25 17,3579.134751674013
3 2020-08-25 18,3642.2942327562528
3 2020-08-25 19,3387.166366450283
3 2020-08-25 20,3269.2497785558253
3 2020-08-25 21,3242.7221554059906
3 2020-08-25 22,3370.9955980075733
3 2020-08-25 23,3449.3545480063403
3 2020-08-26 00,3416.742539574248
3 2020-08-26 01,3375.981018768543
3 2020-08-26 02,3336.6123328589592
3 2020-08-26 03,3313.6239966293515
3 2020-08-26 04,3326.888527953844
3 2020-08-26 05,3321.083536494601
3 2020-08-26 06,3373.3686130321375
3 2020-08-26 07,3429.802188438224
3 2020-08-26 08,3523.3597712418373
3 2020-08-26 09,3587.6093587314585
3 2020-08-26 10,3675.506267711772
3 2020-08-26 11,3688.667784429416
3 2020-08-26 12,3633.5897011484676
3 2020-08-26 13,3655.26432167223
3 2020-08-26 14,3657.501820101558
3 2020-08-26 15,3674.2197036788775
3 2020-08-26 16,3626.499002506997
3 2020-08-26 17,3696.5435110340436
3 2020-08-26 18,3539.0763107673665
3 2020-08-26 19,3405.388343997286
3 2020-08-26 20,3272.2543347239316
3 2020-08-26 21,3273.2983180698
3 2020-08-26 22,3357.595170849515
3 2020-08-26 23,3267.4624144519785
3 2020-08-27 00,3424.219357760505
3 2020-08-27 01,3407.1458475138015
3 2020-08-27 02,3490.9067667999852
3 2020-08-27 03,3500.179761218841
3 2020-08-27 04,3382.199014581367
3 2020-08-27 05,3172.0064431137957
3 2020-08-27 06,3218.645341797064
3 2020-08-27 07,3324.424927653785
3 2020-08-27 08,3489.969046077784
3 2020-08-27 09,3608.962667555107
3 2020-08-27 10,3580.294624897844
3 2020-08-27 11,3553.269948677789
3 2020-08-27 12,3508.2277174113956
3 2020-08-27 13,3536.3291265699936
3 2020-08-27 14,3502.2521175614233
3 2020-08-27 15,3535.503305786789
3 2020-08-27 16,3522.2807151716697
3 2020-08-27 17,3516.9817945781433
3 2020-08-27 18,3447.137532976796
3 2020-08-27 19,3356.9016867216665
3 2020-08-27 20,3434.637775838775
3 2020-08-27 21,3450.2858842653004
3 2020-08-27 22,3489.094397749718
3 2020-08-27 23,3546.901016211103
3 2020-08-28 00,3537.576926430917
3 2020-08-28 01,3555.7226554759554
3 2020-08-28 02,3521.405734738635
3 2020-08-28 03,3550.567966570738
3 2020-08-28 04,3523.5641690788034
3 2020-08-28 05,3427.251438047433
3 2020-08-28 06,3428.681754473115
3 2020-08-28 07,3524.0991841309633
3 2020-08-28 08,3604.1833857030897
3 2020-08-28 09,3574.4713448441967
3 2020-08-28 10,3533.674368785946
3 2020-08-28 11,3528.0465135898858
3 2020-08-28 12,3523.145138772099
3 2020-08-28 13,3593.8851916279987
3 2020-08-28 14,3603.809501405988
3 2020-08-28 15,3664.183373817389
3 2020-08-28 16,3664.9769793444125
3 2020-08-28 17,3647.2131225072926
3 2020-08-28 18,3514.9013241262014
3 2020-08-28 19,3398.760608600364
3 2020-08-28 20,3374.7148107822304
3 2020-08-28 21,3401.647598721858
3 2020-08-28 22,3465.114780995934
3 2020-08-28 23,3532.5759854898224
3 2020-08-29 00,3620.1173841369937
3 2020-08-29 01,3608.476884697515
3 2020-08-29 02,3613.607934043751
3 2020-08-29 03,3642.4032348806036
3 2020-08-29 04,3675.0629715212986
3 2020-08-29 05,3641.5507770659588
3 2020-08-29 06,3606.9132971808585
3 2020-08-29 07,3586.726293512527
3 2020-08-29 08,3568.550574557645
3 2020-08-29 09,3315.5195150631553
3 2020-08-29 10,3316.3333848092816
3 2020-08-29 11,3298.3735590076467
3 2020-08-29 12,3234.219338691023
3 2020-08-29 13,3273.7816343721324
3 2020-08-29 14,3279.333215907249
3 2020-08-29 15,3320.5216906980913
3 2020-08-29 16,3319.5187112121102
3 2020-08-29 17,3340.9317831389008
3 2020-08-29 18,3446.6974593102195
3 2020-08-29 19,3454.966984020387
3 2020-08-29 20,3523.501811848418
3 2020-08-29 21,3553.2677579812125
3 2020-08-29 22,3613.148676494178
3 2020-08-29 23,3649.9722890302846
3 2020-08-30 00,3655.377798069736
3 2020-08-30 01,3650.7268293156926
3 2020-08-30 02,3644.45465394566
3 2020-08-30 03,3670.8336070782466
3 2020-08-30 04,3649.6576945675642
3 2020-08-30 05,3616.678023114375
3 2020-08-30 06,3595.611486783122
3 2020-08-30 07,3586.0285401682186
3 2020-08-30 08,3552.87528464996
3 2020-08-30 09,3354.937192410594
3 2020-08-30 10,3335.2220432606136
3 2020-08-30 11,3296.980368991791
3 2020-08-30 12,3226.430368320676
3 2020-08-30 13,3213.264129005299
3 2020-08-30 14,3284.8777164857192
3 2020-08-30 15,3397.813717235843
3 2020-08-30 16,3395.745501569978
3 2020-08-30 17,3368.320621867121
3 2020-08-30 18,3430.2798338598745
3 2020-08-30 19,3434.7173556771363
3 2020-08-30 20,3384.22787088936
3 2020-08-30 21,3370.691487864762
3 2020-08-30 22,3434.0426614419403
3 2020-08-30 23,3496.001810481804
3 2020-08-31 00,3537.8282721432097
3 2020-08-31 01,3488.956433560379
3 2020-08-31 02,3503.5263328444316
3 2020-08-31 03,3481.656053816916
3 2020-08-31 04,3448.281368794181
3 2020-08-31 05,3404.573997715329
3 2020-08-31 06,3434.0242614686313
3 2020-08-31 07,3500.6260982659487
3 2020-08-31 08,3478.508144284602
3 2020-08-31 09,3309.2928021642974
3 2020-08-31 10,3354.1046858002105
3 2020-08-31 11,3426.699921443605
3 2020-08-31 12,3380.845715243865
3 2020-08-31 13,3473.395779771425
3 2020-08-31 14,3518.2705782942544
3 2020-08-31 15,3529.7538949883883
3 2020-08-31 16,3538.7639486489634
3 2020-08-31 17,3515.4897281431413
3 2020-08-31 18,3416.561890050386
3 2020-08-31 19,3380.266789438714
3 2020-08-31 20,3306.3308199274124
3 2020-08-31 21,3335.2521261058837
3 2020-08-31 22,3367.9241867246787
3 2020-08-31 23,3401.0946141870995
4 2020-08-25 00,402.01540234631375
4 2020-08-25 01,377.9354381415727
4 2020-08-25 02,372.7384999214273
4 2020-08-25 03,340.90884968411143
4 2020-08-25 04,330.28236026083266
4 2020-08-25 05,302.649869450744
4 2020-08-25 06,331.8742449323847
4 2020-08-25 07,329.25650194433973
4 2020-08-25 08,699.2723329661625
4 2020-08-25 09,1042.2961481614102
4 2020-08-25 10,1265.150696474311
4 2020-08-25 11,1278.8305408982108
4 2020-08-25 12,1234.5285006827796
4 2020-08-25 13,1320.6231711420048
4 2020-08-25 14,1406.0271163778525
4 2020-08-25 15,1431.3352395129784
4 2020-08-25 16,1411.2093510943996
4 2020-08-25 17,1173.1882736014534
4 2020-08-25 18,1070.4254423272714
4 2020-08-25 19,1000.8877578439991
4 2020-08-25 20,781.845694155734
4 2020-08-25 21,567.2685389326422
4 2020-08-25 22,419.24084641396365
4 2020-08-25 23,435.9908069934519
4 2020-08-26 00,382.70722224211244
4 2020-08-26 01,407.1626527703668
4 2020-08-26 02,403.12474089981544
4 2020-08-26 03,432.86593748818996
4 2020-08-26 04,428.63188008813347
4 2020-08-26 05,422.45895656552193
4 2020-08-26 06,481.43479882161085
4 2020-08-26 07,481.21493098519863
4 2020-08-26 08,743.8325269389745
4 2020-08-26 09,1195.3274989215934
4 2020-08-26 10,1462.4249418176105
4 2020-08-26 11,1537.055451099684
4 2020-08-26 12,1649.2496506642829
4 2020-08-26 13,1576.999253579275
4 2020-08-26 14,1564.6547446785426
4 2020-08-26 15,1505.176366295813
4 2020-08-26 16,1461.721807861202
4 2020-08-26 17,1279.9358484794268
4 2020-08-26 18,1016.0164078354719
4 2020-08-26 19,892.4922669043802
4 2020-08-26 20,749.9821711486836
4 2020-08-26 21,591.3938265877753
4 2020-08-26 22,436.56902454600777
4 2020-08-26 23,452.6076543098128
4 2020-08-27 00,383.866316148898
4 2020-08-27 01,401.6788769684259
4 2020-08-27 02,359.6525155054398
4 2020-08-27 03,408.83116822636447
4 2020-08-27 04,392.1235067576079
4 2020-08-27 05,417.7984644673118
4 2020-08-27 06,420.35467327440233
4 2020-08-27 07,468.29891833511795
4 2020-08-27 08,762.9645432779068
4 2020-08-27 09,1268.8544414230428
4 2020-08-27 10,1618.9062996482048
4 2020-08-27 11,1515.5435186967009
4 2020-08-27 12,1373.169567183252
4 2020-08-27 13,1508.0952674845807
4 2020-08-27 14,1570.13440417614
4 2020-08-27 15,1608.516723495587
4 2020-08-27 16,1510.994514001668
4 2020-08-27 17,1309.4587324909548
4 2020-08-27 18,1039.9532153236682
4 2020-08-27 19,887.9039402989804
4 2020-08-27 20,772.3835858300583
4 2020-08-27 21,608.4669465073828
4 2020-08-27 22,484.44332409461185
4 2020-08-27 23,472.27878228536645
4 2020-08-28 00,440.4042410914436
4 2020-08-28 01,451.11120448637536
4 2020-08-28 02,400.2343197899528
4 2020-08-28 03,457.70307413088466
4 2020-08-28 04,457.6306552321547
4 2020-08-28 05,386.77767424234526
4 2020-08-28 06,454.82940421105263
4 2020-08-28 07,536.0353855976047
4 2020-08-28 08,873.4604103188813
4 2020-08-28 09,1321.3781942527387
4 2020-08-28 10,1555.4917270229682
4 2020-08-28 11,1441.0982059556018
4 2020-08-28 12,1511.336543840266
4 2020-08-28 13,1408.1517859611247
4 2020-08-28 14,1493.8235610923998
4 2020-08-28 15,1612.6613586529625
4 2020-08-28 16,1473.5377108662508
4 2020-08-28 17,1252.143613043013
4 2020-08-28 18,999.9832105921355
4 2020-08-28 19,866.6223878834547
4 2020-08-28 20,730.0582835321152
4 2020-08-28 21,570.7236471617542
4 2020-08-28 22,426.1414654031211
4 2020-08-28 23,439.5915323207529
4 2020-08-29 00,457.6345081999311
4 2020-08-29 01,450.45428551437635
4 2020-08-29 02,418.9284885992878
4 2020-08-29 03,446.1496105101925
4 2020-08-29 04,419.9400726933165
4 2020-08-29 05,448.64425782438707
4 2020-08-29 06,399.19472567872276
4 2020-08-29 07,471.791485671483
4 2020-08-29 08,864.1392501941666
4 2020-08-29 09,1217.1936108085847
4 2020-08-29 10,1625.014504339063
4 2020-08-29 11,1871.1003388673475
4 2020-08-29 12,1888.2196488989096
4 2020-08-29 13,1887.8237531402826
4 2020-08-29 14,1924.340370107433
4 2020-08-29 15,1927.8087547569562
4 2020-08-29 16,1904.3665182395268
4 2020-08-29 17,1713.0149827927817
4 2020-08-29 18,1429.5783512576813
4 2020-08-29 19,1173.7668246198573
4 2020-08-29 20,871.1221537495932
4 2020-08-29 21,679.3367253867934
4 2020-08-29 22,636.1328474135531
4 2020-08-29 23,637.6287306600736
4 2020-08-30 00,361.7944032982915
4 2020-08-30 01,372.7248260622527
4 2020-08-30 02,353.7232702689053
4 2020-08-30 03,391.8702273319393
4 2020-08-30 04,388.15915903805757
4 2020-08-30 05,403.92219487419254
4 2020-08-30 06,357.84019370699394
4 2020-08-30 07,446.20998001819004
4 2020-08-30 08,734.3116697362293
4 2020-08-30 09,1205.3451340041304
4 2020-08-30 10,1448.3183150653394
4 2020-08-30 11,1494.7243925306013
4 2020-08-30 12,1471.4192507152702
4 2020-08-30 13,1516.2046897597463
4 2020-08-30 14,1631.3003894758713
4 2020-08-30 15,1723.1486516761054
4 2020-08-30 16,1525.2139510364284
4 2020-08-30 17,1395.776556038147
4 2020-08-30 18,1189.4307013732032
4 2020-08-30 19,1097.8218504278884
4 2020-08-30 20,855.7481338348941
4 2020-08-30 21,649.3909451689003
4 2020-08-30 22,542.6642051087828
4 2020-08-30 23,544.4768468311216
4 2020-08-31 00,362.45530217678095
4 2020-08-31 01,394.5375162762613
4 2020-08-31 02,314.67613439303057
4 2020-08-31 03,289.8916174381387
4 2020-08-31 04,282.9074132019226
4 2020-08-31 05,280.9118705823079
4 2020-08-31 06,302.6835128012642
4 2020-08-31 07,366.91618486190646
4 2020-08-31 08,619.8257310417666
4 2020-08-31 09,1014.6916166301451
4 2020-08-31 10,1274.8584107042345
4 2020-08-31 11,1374.558266681966
4 2020-08-31 12,1302.6764583674494
4 2020-08-31 13,1302.0740388967006
4 2020-08-31 14,1245.7251501897877
4 2020-08-31 15,1162.748701532158
4 2020-08-31 16,1110.6371102454093
4 2020-08-31 17,1053.2732129300216
4 2020-08-31 18,768.3885651815392
4 2020-08-31 19,676.7410930340558
4 2020-08-31 20,564.4961820655438
4 2020-08-31 21,423.3903835722793
4 2020-08-31 22,303.52968489240374
4 2020-08-31 23,429.0382634465608
5 2020-08-25 00,3065.6658426287254
5 2020-08-25 01,2991.654248177366
5 2020-08-25 02,2938.7317698988877
5 2020-08-25 03,2903.2295382772118
5 2020-08-25 04,2884.8166018740035
5 2020-08-25 05,2601.02379618412
5 2020-08-25 06,2431.379704033932
5 2020-08-25 07,2590.5229136562166
5 2020-08-25 08,2816.2649351581726
5 2020-08-25 09,3097.1046882080195
5 2020-08-25 10,3266.230329119223
5 2020-08-25 11,3303.378089249064
5 2020-08-25 12,3168.009821467258
5 2020-08-25 13,3104.0636831287466
5 2020-08-25 14,3177.860814277487
5 2020-08-25 15,3212.524943272929
5 2020-08-25 16,3055.415430188726
5 2020-08-25 17,2982.7303698332157
5 2020-08-25 18,2745.8002136045648
5 2020-08-25 19,2989.4080168116643
5 2020-08-25 20,3177.802106322733
5 2020-08-25 21,3157.9136143260657
5 2020-08-25 22,3161.258128228318
5 2020-08-25 23,3114.044211096209
5 2020-08-26 00,2959.8869317578465
5 2020-08-26 01,2935.2562175259372
5 2020-08-26 02,2884.0236981689577
5 2020-08-26 03,2898.3451951580173
5 2020-08-26 04,2882.0969704701365
5 2020-08-26 05,2654.9271436144245
5 2020-08-26 06,2562.11296272278
5 2020-08-26 07,2560.1884489356826
5 2020-08-26 08,2761.2839733585647
5 2020-08-26 09,2954.4442678583773
5 2020-08-26 10,3089.39171134215
5 2020-08-26 11,3141.636202354963
5 2020-08-26 12,3003.5776535927407
5 2020-08-26 13,2970.4656404470043
5 2020-08-26 14,2948.999928683476
5 2020-08-26 15,2939.290266141369
5 2020-08-26 16,2915.6100311493906
5 2020-08-26 17,2884.268589556554
5 2020-08-26 18,2732.901564010147
5 2020-08-26 19,2918.4920923168133
5 2020-08-26 20,3113.6693913842537
5 2020-08-26 21,3060.957325026441
5 2020-08-26 22,3080.4835098507438
5 2020-08-26 23,3042.119518243486
